date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,kinsa_cases,hospitalization,n_visits,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,recovered,hospitalizedIncrease,deathIncrease,deathCumulative
2020-05-09,202019,GA,13,,,,,,,,,,,4226.0,56298.0,60524.0,0.0,0.0,0.0,600.0,226.0,1403.0
2020-03-07,202010,ID,16,2277.0,2443.0,1497.0,732.0,817.0,-121.0,6.9213139053758965,0.0028788684795193536,0.002792022371595748,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,ID,16,1743.0,3835.0,1572.0,552.0,612.0,-84.0,6.316439044616951,0.002816284382138498,0.0027551298983981287,,2.0,147.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,ID,16,-1465.0,3452.0,2512.0,-235.0,-3486.0,584.0,6.333576007128407,0.002675470163031573,0.0026304333389901803,,29.0,706.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-28,202013,ID,16,-6650.0,-946.0,1459.0,-1168.0,-7845.0,955.0,3.131496527134912,0.0024407797978533647,0.0019235735525238145,,199.0,2462.0,2661.0,0.0,0.0,0.0,25.0,4.0,4.0
2020-04-04,202014,ID,16,-8758.0,-2630.0,650.0,-1742.0,-9311.0,1035.0,0.7866908635703096,0.002456425822198579,0.002005474843022527,,783.0,4515.0,5298.0,0.0,0.0,0.0,37.0,6.0,10.0
2020-04-11,202015,ID,16,-3274.0,-470.0,2390.0,-1619.0,-9384.0,942.0,0.3804936132545444,0.0020496291892230178,0.0015885898958894408,,383.0,4511.0,4894.0,0.0,0.0,0.0,66.0,15.0,25.0
2020-04-18,202016,ID,16,-2664.0,-473.0,2430.0,-1612.0,-8727.0,970.0,0.3781374203574588,0.0014081421910692492,0.00123884924997602,,259.0,2586.0,2845.0,0.0,0.0,843.0,23.0,18.0,43.0
2020-04-25,202017,ID,16,-2124.0,-179.0,2587.0,-1166.0,-8147.0,896.0,0.3483218021385106,0.0006414869981537691,0.0009820776365205973,,215.0,2537.0,2752.0,0.0,0.0,4931.0,17.0,13.0,56.0
2020-05-02,202018,ID,16,-1581.0,100.0,3473.0,-580.0,-7700.0,692.0,0.0,7.823012172606941e-05,0.00011879376369633069,,165.0,9964.0,10129.0,0.0,0.0,7558.0,10.0,8.0,64.0
2020-05-09,202019,ID,16,,,,,,,,,,,170.0,2146.0,2316.0,0.0,0.0,9532.0,28.0,3.0,67.0
2020-03-07,202010,IL,17,9183.0,5466.0,5035.0,1704.0,1779.0,-364.0,6.821962231793774,0.03299746534405607,0.029825351031882483,,2.0,67.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,IL,17,5761.0,9635.0,3090.0,840.0,194.0,93.0,6.411126505224358,0.0320117658103076,0.02822052844778608,,40.0,125.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,IL,17,-13472.0,11783.0,-538.0,-2729.0,-11840.0,2755.0,5.917001289315188,0.03116688049566605,0.02224394778977193,,707.0,5172.0,5879.0,0.0,0.0,0.0,0.0,6.0,6.0
2020-03-28,202013,IL,17,-26674.0,-6279.0,-1341.0,-6640.0,-23001.0,4143.0,3.5398370748705505,0.033701536439590694,0.016724095949944298,,2738.0,16512.0,19250.0,0.0,0.0,0.0,0.0,41.0,47.0
2020-04-04,202014,IL,17,-22485.0,-1804.0,1468.0,-6461.0,-23660.0,3967.0,1.1877319953582044,0.03977219388553368,0.016259250787654306,,6866.0,21224.0,28090.0,0.0,0.0,0.0,0.0,197.0,244.0
2020-04-11,202015,IL,17,-13119.0,-912.0,2507.0,-6744.0,-25494.0,4005.0,0.3889207593018089,0.044387771067371774,0.0138398423953545,,8823.0,29745.0,38568.0,4105.0,5830.0,0.0,3680.0,433.0,677.0
2020-04-18,202016,IL,17,-11377.0,-2634.0,-491.0,-7044.0,-24193.0,4101.0,0.1801218876369189,0.04255718621898175,0.012771436371551476,,9980.0,35275.0,45255.0,5548.0,8346.0,0.0,2500.0,582.0,1259.0
2020-04-25,202017,IL,17,-9481.0,-1609.0,1815.0,-6155.0,-22956.0,3922.0,0.18170838686101606,0.03135463278780862,0.010373425613706293,,12617.0,51596.0,64213.0,5272.0,8618.0,0.0,3449.0,616.0,1875.0
2020-05-02,202018,IL,17,-7625.0,-327.0,3801.0,-4678.0,-21834.0,3464.0,0.09400630645321184,0.009325030509747471,0.002273314198437235,,16728.0,81551.0,98279.0,5441.0,8853.0,0.0,2992.5,684.0,2559.0
2020-05-09,202019,IL,17,,,,,,,,,,,17580.0,98855.0,116435.0,5314.0,8651.0,0.0,0.0,790.0,3349.0
2020-03-07,202010,IN,18,9549.0,5617.0,2712.0,2375.0,1976.0,-366.0,6.5645252606720295,0.01472290890884626,0.018781958104907442,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,IN,18,5761.0,10335.0,2167.0,2066.0,624.0,148.0,6.561951935671536,0.014269174202835057,0.01855396262054616,,14.0,74.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,IN,18,-11655.0,11845.0,975.0,-543.0,-10873.0,3040.0,6.3769682398405445,0.013815439496823857,0.014883161537383144,,111.0,633.0,744.0,0.0,0.0,0.0,1.0,4.0,4.0
2020-03-28,202013,IN,18,-23751.0,-5271.0,756.0,-4944.0,-22616.0,4479.0,2.5181427249349264,0.014472572519322838,0.0110935666905238,,1106.0,6468.0,7574.0,0.0,0.0,0.0,0.0,27.0,31.0
2020-04-04,202014,IN,18,-22538.0,-5490.0,2291.0,-5653.0,-25518.0,4637.0,0.9224557909742764,0.015426980004380884,0.009690177010086402,,2721.0,8672.0,11393.0,0.0,0.0,0.0,0.0,85.0,116.0
2020-04-11,202015,IN,18,-14149.0,-2694.0,3345.0,-6153.0,-27030.0,4440.0,0.6190847082582277,0.013768501423788214,0.008116344103476008,,3482.0,15933.0,19415.0,3022.0,5336.0,0.0,0.0,214.0,330.0
2020-04-18,202016,IN,18,-12605.0,-4113.0,569.0,-6221.0,-25436.0,4767.0,0.19153148416436785,0.011844040429326906,0.007547462166768735,,3206.0,14452.0,17658.0,3016.0,5015.0,0.0,0.0,215.0,545.0
2020-04-25,202017,IN,18,-9495.0,-2202.0,2627.0,-5067.0,-24124.0,4414.0,0.6209718890486222,0.007603967831773945,0.0058445056039666795,,3754.0,19147.0,22901.0,2379.0,4498.0,0.0,0.0,241.0,786.0
2020-05-02,202018,IN,18,-7123.0,-306.0,3267.0,-3452.0,-22836.0,3868.0,0.3227541131442081,0.0017992927996995966,0.0008123722598115532,,4900.0,19467.0,24367.0,1907.0,3836.0,0.0,0.0,329.0,1115.0
2020-05-09,202019,IN,18,,,,,,,,,,,4437.0,27108.0,31545.0,1704.0,3391.0,0.0,4389.0,375.0,1490.0
2020-03-07,202010,IA,19,5356.0,5513.0,1880.0,449.0,2006.0,-225.0,10.323035327828247,0.007603967831773945,0.01146249142249998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,IA,19,3437.0,7971.0,1321.0,489.0,971.0,-40.0,8.020902310624015,0.008182870732546858,0.010910580023463613,0.0,17.0,68.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,IA,19,-13603.0,9050.0,416.0,-946.0,-10144.0,1355.0,7.160334970725466,0.006978126857965391,0.008027802167801723,0.8,51.0,966.0,1017.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-28,202013,IA,19,-22433.0,-2377.0,957.0,-2320.0,-16255.0,1971.0,3.9477837395825914,0.006227117689395124,0.005290380656538454,0.0,230.0,3326.0,3556.0,0.0,0.0,48.0,61.0,3.0,3.0
2020-04-04,202014,IA,19,-20342.0,-688.0,1961.0,-2344.0,-18337.0,1961.0,0.9356770915654994,0.00564821478862221,0.004179179363826193,0.8,488.0,5079.0,5567.0,0.0,0.0,613.0,92.0,11.0,14.0
2020-04-11,202015,IA,19,-7091.0,-209.0,2234.0,-2740.0,-20302.0,1991.0,0.027231695704318368,0.005491754545170072,0.003705480007968775,5.3,724.0,6168.0,6892.0,60.0,110.0,2811.0,40.0,20.0,34.0
2020-04-18,202016,IA,19,-5898.0,-801.0,590.0,-2851.0,-19437.0,2138.0,0.0032193050382206645,0.0052101261069562215,0.0032989249533310213,14.3,1003.0,4812.0,5815.0,306.0,532.0,6153.0,0.0,40.0,74.0
2020-04-25,202017,IA,19,-4466.0,-145.0,3193.0,-1719.0,-18309.0,1908.0,0.0042049704942078645,0.002472071846543793,0.002562551188306562,12.1,2579.0,8824.0,11403.0,404.0,672.0,9946.0,0.0,38.0,112.0
2020-05-02,202018,IA,19,-3493.0,485.0,3245.0,-1084.0,-17840.0,1629.0,0.00010213032127816043,0.0003598585599399192,0.000275217850054232,,3549.0,8450.0,11999.0,518.0,770.0,17265.0,0.0,63.0,175.0
2020-05-09,202019,IA,19,,,,,,,,,,,3030.0,22097.0,25127.0,705.0,1055.0,28148.0,0.0,77.0,252.0
2020-03-07,202010,KS,20,5122.0,2054.0,3400.0,1305.0,1273.0,-304.0,8.415521666403839,0.006414869981537691,0.0058939415180514895,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,KS,20,3137.0,3574.0,1567.0,1075.0,-1383.0,49.0,6.293762936841415,0.005413524423444002,0.005355311409366262,,6.0,82.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-21,202012,KS,20,-3943.0,4805.0,1165.0,-229.0,-6773.0,1124.0,5.0826762179093254,0.005272710204337078,0.0043916800094444715,,49.0,324.0,373.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-03-28,202013,KS,20,-10252.0,-1071.0,1808.0,-1833.0,-10339.0,1710.0,2.17671218080502,0.0047720374252902325,0.0034169808675634,,206.0,3254.0,3460.0,0.0,0.0,0.0,27.0,2.0,4.0
2020-04-04,202014,KS,20,-12552.0,-3294.0,1901.0,-2523.0,-13075.0,1922.0,0.7101687251600728,0.004584285133147667,0.002883515705125841,,437.0,3209.0,3646.0,0.0,0.0,0.0,145.0,17.0,21.0
2020-04-11,202015,KS,20,-6217.0,-1644.0,2915.0,-2727.0,-14203.0,1811.0,0.1422565392514431,0.0039584441593391115,0.0023530019405440905,,570.0,4195.0,4765.0,0.0,0.0,0.0,121.0,34.0,55.0
2020-04-18,202016,KS,20,-5658.0,-1939.0,1008.0,-2944.0,-13363.0,1907.0,0.07344764131869252,0.0038332759645774,0.0021117251658316675,,522.0,4811.0,5333.0,0.0,0.0,0.0,90.0,30.0,85.0
2020-04-25,202017,KS,20,-4413.0,-1284.0,2774.0,-2543.0,-12785.0,1811.0,0.047525093637184164,0.002831930406483712,0.0015354647344848705,,1266.0,6257.0,7523.0,0.0,0.0,0.0,91.0,35.0,120.0
2020-05-02,202018,KS,20,-3282.0,-578.0,3690.0,-1430.0,-12166.0,1517.0,2.703140016941923e-05,0.0005789029007729135,0.0001866759143799482,,1690.0,8053.0,9743.0,0.0,0.0,1104.0,67.0,22.0,142.0
2020-05-09,202019,KS,20,,,,,,,,,,,2005.0,12986.0,14991.0,0.0,0.0,2196.0,94.0,32.0,174.0
2020-03-07,202010,KY,21,10877.0,6311.0,1701.0,1123.0,1829.0,-184.0,8.347851548322678,0.01897862753074444,0.02314412413579382,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,KY,21,5844.0,9382.0,1363.0,852.0,117.0,117.0,7.521470028338822,0.02032418562443283,0.02270215230688636,,13.0,130.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,KY,21,-10008.0,7415.0,565.0,-506.0,-10855.0,1551.0,7.785207684971295,0.01947930030979128,0.01634853057279254,,40.0,575.0,615.0,0.0,0.0,0.0,0.0,3.0,3.0
2020-03-28,202013,KY,21,-17630.0,-3881.0,1551.0,-2953.0,-21420.0,2157.0,3.278937412072975,0.016882060268485776,0.011592352928155598,,248.0,4107.0,4355.0,0.0,0.0,0.0,0.0,6.0,9.0
2020-04-04,202014,KY,21,-16247.0,-1733.0,1331.0,-3675.0,-25186.0,2278.0,1.5087671313904123,0.016772538098069282,0.008734661954268091,,529.0,9920.0,10449.0,0.0,0.0,0.0,0.0,31.0,40.0
2020-04-11,202015,KY,21,-9142.0,-535.0,1366.0,-4441.0,-27922.0,2318.0,1.1543825814820736,0.01520793566354789,0.0072648658220749816,,862.0,7854.0,8716.0,0.0,210.0,928.0,459.0,50.0,90.0
2020-04-18,202016,KY,21,-7954.0,-1867.0,-94.0,-4490.0,-26094.0,2416.0,0.3287235465888711,0.013643333229026505,0.006864213563148847,,829.0,5479.0,6308.0,0.0,1326.0,5150.0,549.0,54.0,144.0
2020-04-25,202017,KY,21,-6669.0,-1154.0,1008.0,-3629.0,-24980.0,2304.0,0.19513838424849367,0.010013455580936885,0.005366379151325547,,1257.0,13109.0,14366.0,0.0,1110.0,8775.0,135.0,61.0,205.0
2020-05-02,202018,KY,21,-4884.0,148.0,1156.0,-2679.0,-23560.0,2005.0,0.2579510888746863,0.0028006383577932844,0.0009599421526020262,,1100.0,11587.0,12687.0,0.0,1197.0,11245.0,268.0,43.0,248.0
2020-05-09,202019,KY,21,,,,,,,,,,,1409.0,27389.0,28798.0,0.0,1310.0,14162.0,285.0,56.0,304.0
2020-03-07,202010,LA,22,5477.0,3648.0,1374.0,1303.0,1003.0,-214.0,7.267451055712103,0.020762274306098817,0.02144116757299176,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,LA,22,4455.0,7242.0,1902.0,1086.0,472.0,-103.0,6.244412141843246,0.02077792033044403,0.021247113163972292,,51.0,109.0,160.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-21,202012,LA,22,-5191.0,6460.0,-558.0,-2317.0,-6259.0,1501.0,5.479056732651569,0.02062146008699189,0.018621106921765825,,529.0,2071.0,2600.0,0.0,0.0,0.0,0.0,19.0,20.0
2020-03-28,202013,LA,22,-12865.0,-2410.0,-1808.0,-5691.0,-13180.0,2538.0,4.098347374864437,0.023688080858653808,0.015312589925403419,,2735.0,19666.0,22401.0,1008.0,0.0,0.0,927.0,117.0,137.0
2020-04-04,202014,LA,22,-12676.0,-2060.0,-1968.0,-6900.0,-14779.0,2620.0,1.7068471051055658,0.02889820696561004,0.013768270997351121,,9181.0,24156.0,33337.0,3306.0,0.0,0.0,1262.5,272.0,409.0
2020-04-11,202015,LA,22,-8516.0,-908.0,-1731.0,-7622.0,-16171.0,2600.0,0.6176573329017867,0.029351941671621237,0.011916268842830686,,7518.0,30899.0,38417.0,3544.0,0.0,0.0,1435.75,397.0,806.0
2020-04-18,202016,LA,22,-6947.0,-2270.0,-2410.0,-6810.0,-14552.0,2510.0,0.33017257671829003,0.025988046437400245,0.010412531635295768,,3566.0,37518.0,41084.0,2886.0,0.0,0.0,1043.125,461.0,1267.0
2020-04-25,202017,LA,22,-5692.0,-1062.0,-1410.0,-6064.0,-13467.0,2418.0,0.06592002884131277,0.016600431830271926,0.007969512060149488,,2932.0,1070.0,3654.0,2093.0,0.0,59708.0,1178.4375,440.0,1707.0
2020-05-02,202018,LA,22,-4306.0,243.0,-574.0,-5041.0,-12579.0,2042.0,0.0005188496230072022,0.004005382232374753,0.001520707745205823,,2628.0,31228.0,33856.0,1684.0,0.0,118745.0,955.78125,286.0,1993.0
2020-05-09,202019,LA,22,,,,,,,,,,,2277.0,37022.0,39299.0,1353.0,0.0,139199.0,0.0,274.0,2267.0
2020-03-07,202010,ME,23,1450.0,684.0,700.0,475.0,342.0,-38.0,6.7972700858694886,0.003770691867196545,0.0038331279652325336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,ME,23,916.0,1650.0,817.0,275.0,233.0,78.0,7.770677564005655,0.00398973620802954,0.003746061728486155,,3.0,90.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,ME,23,-2603.0,1133.0,455.0,-644.0,-2365.0,728.0,6.273598822877327,0.0036142316237444063,0.003080521512001121,,70.0,2173.0,2243.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-28,202013,ME,23,-4669.0,-1289.0,719.0,-1389.0,-4055.0,949.0,2.6670626807746967,0.0038019839158869727,0.0021316471013583813,,138.0,1130.0,1268.0,0.0,0.0,83.0,0.0,1.0,1.0
2020-04-04,202014,ME,23,-5423.0,-2057.0,-966.0,-1795.0,-4609.0,1077.0,1.6645951222371578,0.003661169696780048,0.0020726191442421928,,245.0,2694.0,2939.0,0.0,0.0,577.0,83.0,9.0,10.0
2020-04-11,202015,ME,23,-3912.0,-1242.0,-200.0,-1806.0,-4980.0,991.0,0.745700242725735,0.0033326031855305557,0.0017745279608054364,,160.0,0.0,160.0,0.0,0.0,1381.0,31.0,9.0,19.0
2020-04-18,202016,ME,23,-3419.0,-1404.0,67.0,-1728.0,-4695.0,985.0,0.0,0.002753700284757643,0.001629909465870773,,231.0,7988.0,8219.0,45.0,111.0,2203.0,22.0,13.0,32.0
2020-04-25,202017,ME,23,-2656.0,-846.0,1168.0,-1640.0,-4416.0,933.0,0.0005716981110053326,0.0016428325562474575,0.0011525208626935936,,143.0,2708.0,2851.0,61.0,120.0,3208.0,20.0,15.0,47.0
2020-05-02,202018,ME,23,-2533.0,-652.0,655.0,-1524.0,-4131.0,858.0,0.0,0.0003755045842851331,0.0002154520434740904,,162.0,2762.0,2924.0,55.0,123.0,4258.0,25.0,9.0,56.0
2020-05-09,202019,ME,23,,,,,,,,,,,256.0,2546.0,2802.0,78.0,133.0,5413.0,17.0,8.0,64.0
2020-03-07,202010,MD,24,1347.0,679.0,2881.0,343.0,543.0,-89.0,5.223118761423874,0.014503864568013268,0.022235831445668455,0.1,3.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,MD,24,1140.0,1970.0,5028.0,50.0,135.0,67.0,5.153722882926821,0.014519510592358481,0.020809568431848537,0.3,23.0,53.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,MD,24,-3339.0,1204.0,3744.0,-2538.0,-4403.0,1635.0,4.846121335833796,0.013987545764621207,0.016755085627430298,2.0,164.0,0.0,164.0,0.0,0.0,0.0,0.0,2.0,2.0
2020-03-28,202013,MD,24,-6824.0,-2935.0,495.0,-4545.0,-6978.0,2507.0,2.361814269123203,0.01367462527771693,0.013539537663525888,7.8,802.0,11422.0,12224.0,0.0,0.0,25.0,226.0,3.0,5.0
2020-04-04,202014,MD,24,-7070.0,-3267.0,276.0,-4880.0,-7778.0,2694.0,1.0230190748338683,0.013909315642895137,0.01173033077791469,11.6,2133.0,10969.0,13102.0,0.0,0.0,399.0,595.0,49.0,54.0
2020-04-11,202015,MD,24,-6141.0,-2967.0,1444.0,-5023.0,-8223.0,2705.0,0.5526541031635838,0.01298620020652752,0.010535752495775812,14.8,4569.0,17059.0,21628.0,0.0,0.0,2200.0,888.0,152.0,206.0
2020-04-18,202016,MD,24,-6116.0,-3251.0,-271.0,-5048.0,-8029.0,2741.0,0.021769672318119472,0.013299120693431796,0.009720428838108449,18.0,4614.0,13518.0,18132.0,0.0,0.0,4516.0,1048.0,215.0,421.0
2020-04-25,202017,MD,24,-5509.0,-2635.0,1231.0,-4626.0,-7674.0,2641.0,0.005614684328072109,0.008542729292486778,0.008484530985988238,16.1,5458.0,18295.0,23753.0,0.0,2653.0,7055.0,1003.0,454.0,875.0
2020-05-02,202018,MD,24,-5086.0,-2173.0,814.0,-4350.0,-7544.0,2453.0,0.07615743153991067,0.0019401070188065207,0.001795925595260055,,6707.0,29692.0,36399.0,0.0,3926.0,9635.0,1150.0,376.0,1251.0
2020-05-09,202019,MD,24,,,,,,,,,,,7061.0,23445.0,30506.0,0.0,4015.0,13303.0,1022.0,363.0,1614.0
2020-03-07,202010,MA,25,734.0,487.0,1493.0,279.0,321.0,-40.0,5.627355464685197,0.013690271302062143,0.013450257878387651,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,MA,25,418.0,1645.0,3189.0,-440.0,-86.0,152.0,6.53007844385579,0.013612041180336074,0.012666661747670241,,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,MA,25,-2986.0,469.0,2251.0,-3101.0,-3092.0,1239.0,5.35574160894644,0.013424288888193508,0.010107061957219488,,388.0,4799.0,5187.0,0.0,0.0,0.0,61.0,1.0,1.0
2020-03-28,202013,MA,25,-4815.0,-2021.0,2373.0,-4958.0,-4936.0,1775.0,2.615456936410532,0.014519510592358481,0.009841436150196637,,3732.0,26116.0,29848.0,0.0,0.0,0.0,289.0,43.0,44.0
2020-04-04,202014,MA,25,-4996.0,-2356.0,-824.0,-5445.0,-5369.0,1923.0,1.562087412448411,0.01875958318991144,0.010443521312781768,,7479.0,26276.0,33755.0,0.0,0.0,0.0,1020.0,172.0,216.0
2020-04-11,202015,MA,25,-4353.0,-1752.0,1881.0,-5294.0,-5451.0,1909.0,0.9244041199714659,0.023766310980379884,0.010862619808306708,,11129.0,28924.0,40053.0,0.0,0.0,0.0,1137.0,470.0,686.0
2020-04-18,202016,MA,25,-4623.0,-2532.0,460.0,-5301.0,-5440.0,1936.0,0.0814811382018053,0.024470382075914503,0.010477462388123577,,14761.0,38489.0,53250.0,0.0,3920.0,0.0,1249.0,718.0,1404.0
2020-04-25,202017,MA,25,-4023.0,-2034.0,2219.0,-4957.0,-5164.0,1856.0,0.1290601713351138,0.017883405826579463,0.008301544318928052,,15821.0,48893.0,64714.0,0.0,7190.0,0.0,1237.0,1326.0,2730.0
2020-05-02,202018,MA,25,-3887.0,-1805.0,1321.0,-4796.0,-4932.0,1716.0,0.05366225989450876,0.005429170447789217,0.0016653262401404867,,12915.0,59234.0,72149.0,0.0,7051.0,0.0,1413.0,1116.0,3846.0
2020-05-09,202019,MA,25,,,,,,,,,,,10480.0,67063.0,77543.0,0.0,6140.0,0.0,1173.0,994.0,4840.0
2020-03-07,202010,MI,26,6418.0,3076.0,4450.0,1148.0,1551.0,-256.0,4.938318030173148,0.04737616171730763,0.03271329383379203,0.2,119.0,18.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,MI,26,3695.0,7975.0,5749.0,545.0,700.0,149.0,5.780585981079392,0.04481021372469255,0.0330143364150846,0.2,1068.0,187.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,MI,26,-14243.0,6439.0,4270.0,-2480.0,-11465.0,2893.0,6.1312589230968,0.0444190631160622,0.02684296349858702,4.6,3347.0,3491.0,6838.0,0.0,0.0,0.0,0.0,3.0,3.0
2020-03-28,202013,MI,26,-25942.0,-7240.0,2518.0,-5728.0,-23698.0,4926.0,3.892601825886967,0.0533216509684889,0.021305403271624525,15.4,4744.0,10487.0,15231.0,0.0,0.0,0.0,0.0,108.0,111.0
2020-04-04,202014,MI,26,-26140.0,-8351.0,3150.0,-6434.0,-26877.0,5187.0,1.2031504004708542,0.0653690897143036,0.02051442864626759,22.5,7108.0,23222.0,30330.0,0.0,0.0,112.0,0.0,429.0,540.0
2020-04-11,202015,MI,26,-17525.0,-5150.0,4734.0,-6586.0,-27718.0,5296.0,0.2851092140460968,0.06422692993710298,0.01831121014690584,15.7,7598.0,14616.0,22214.0,4269.0,4873.0,931.0,3636.0,844.0,1384.0
2020-04-18,202016,MI,26,-17065.0,-7095.0,107.0,-6898.0,-26933.0,5449.0,0.16918582217433634,0.05329035891979848,0.015789978528580603,12.5,6798.0,16915.0,23713.0,8834.0,10415.0,6267.0,1816.0,924.0,2308.0
2020-04-25,202017,MI,26,-14086.0,-5034.0,3576.0,-6348.0,-25460.0,5123.0,0.006071044670895661,0.033013111368401286,0.0119361907783574,6.4,6412.0,37905.0,44317.0,7315.0,8874.0,27764.0,1981.0,847.0,3155.0
2020-05-02,202018,MI,26,-9915.0,-2684.0,8357.0,-5099.0,-23913.0,4290.0,0.007461689082873766,0.006821666614513253,0.0020209696817655265,,6004.0,51661.0,57665.0,5515.0,6964.0,65711.0,1109.5,866.0,4021.0
2020-05-09,202019,MI,26,,,,,,,,,,,3549.0,68228.0,71777.0,4391.0,5483.0,116640.0,0.0,509.0,4530.0
2020-03-07,202010,MN,27,4707.0,2113.0,548.0,-44.0,904.0,-91.0,7.349946878478622,0.008198516756892073,0.010009665827977776,0.0,1.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,MN,27,3766.0,4426.0,402.0,-390.0,-444.0,272.0,5.589221325585735,0.008323684951653783,0.009337484966317172,0.1,20.0,799.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,MN,27,-12419.0,4390.0,-161.0,-2056.0,-8784.0,2440.0,5.457525727115617,0.007447507588321806,0.007581403242110546,0.8,117.0,3105.0,3222.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-28,202013,MN,27,-20468.0,-5306.0,941.0,-3501.0,-16467.0,3396.0,3.276771102835516,0.005976781299871704,0.005310302592065167,2.3,303.0,11736.0,12039.0,0.0,0.0,522.0,57.0,4.0,5.0
2020-04-04,202014,MN,27,-22429.0,-8150.0,1632.0,-3887.0,-20598.0,3667.0,0.7759645493092525,0.0058516131051099905,0.0044861247408303755,3.1,424.0,8870.0,9294.0,0.0,197.0,692.0,123.0,19.0,24.0
2020-04-11,202015,MN,27,-10553.0,-2404.0,3903.0,-3599.0,-21061.0,3524.0,0.0916604231427478,0.00503801983915887,0.0038648554921824852,4.1,562.0,9419.0,9981.0,0.0,429.0,4302.0,160.0,40.0,64.0
2020-04-18,202016,MN,27,-9869.0,-3800.0,118.0,-3662.0,-20186.0,3639.0,6.368448367212867e-05,0.004912851644397158,0.0032450619424624987,5.6,786.0,8078.0,8864.0,0.0,636.0,6737.0,221.0,57.0,121.0
2020-04-25,202017,MN,27,-7186.0,-1510.0,5660.0,-2895.0,-18910.0,3311.0,0.0,0.00391150608630347,0.0024710578547764693,1.4,1233.0,11096.0,12329.0,0.0,790.0,9717.0,236.0,123.0,244.0
2020-05-02,202018,MN,27,-5742.0,-178.0,6260.0,-2485.0,-18277.0,2838.0,0.0,0.0006101949494633412,0.0004065550546377528,,2782.0,19628.0,22410.0,0.0,859.0,14422.0,362.0,150.0,394.0
2020-05-09,202019,MN,27,,,,,,,,,,,4562.0,22694.0,27256.0,0.0,1243.0,34173.0,453.0,164.0,558.0
2020-03-07,202010,MS,28,7225.0,4297.0,801.0,1177.0,946.0,-160.0,8.311080726398924,0.004193134524517321,0.009901939806240729,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,MS,28,5005.0,6057.0,1306.0,1237.0,-3963.0,34.0,6.807812447573192,0.004865913571361518,0.00862177098628338,,6.0,84.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,MS,28,-2975.0,7358.0,700.0,-340.0,-7926.0,768.0,6.26511628029157,0.00467816127921895,0.00756074345711988,,134.0,611.0,745.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-28,202013,MS,28,-10979.0,-2555.0,249.0,-2523.0,-13632.0,1279.0,3.9420684481377513,0.00434959476796946,0.0057803127006028215,,523.0,1865.0,2388.0,0.0,0.0,0.0,219.0,12.0,13.0
